hhinc8,owncar,longitude,latitude
8,2,-83.00176042,40.01860069
8,2,-83.01486802,40.01892765
7,2,-83.01445481,40.01704766
7,2,-83.01153395,40.01881519
7,2,-83.00992314,40.02382979
7,2,-83.00150891,40.02104318
7,2,-83.01032853,40.01943172
7,2,-82.99945425,40.01915311
8,2,-83.00726846,40.02031547
8,2,-83.01049856,40.02057492
8,2,-83.0167179,40.02347086
8,2,-83.01936369,40.02240025
7,2,-83.00540545,40.02355156
7,2,-82.99880566,40.02244466
7,2,-83.0059048,40.02406561
7,2,-83.00920044,40.01804182
7,2,-83.00842423,40.02307423
7,2,-82.99888009,40.0221765
1,2,-83.00711008,40.02103947
1,2,-83.01467121,40.01755647
1,2,-83.00828147,40.02211133
1,2,-83.00677063,40.02371058
1,2,-83.00368802,40.02251607
4,2,-82.99968695,40.0219684
4,2,-83.01195968,40.02351741
1,1,-82.99780028,40.02263166
8,2,-83.01930213,40.02332621
8,2,-82.99825274,40.02141632
8,2,-83.00381144,40.02128306
8,2,-82.99665885,40.01823522
7,2,-83.01399033,40.01865652
7,2,-83.01218225,40.01918029
7,2,-83.0185494,40.02280907
6,2,-83.0174335,40.02264079
5,2,-82.99805253,40.02210954
5,2,-83.01451906,40.02159876
5,2,-83.02093474,40.02438591
7,2,-82.99654274,40.01777376
7,2,-83.0013632,40.02334224
7,2,-83.00781082,40.0198481
7,2,-83.01203868,40.02149021
7,2,-83.00168947,40.02255155
1,2,-83.01159099,40.02186887
1,2,-83.01753654,40.0220265
1,2,-83.0118139,40.02259239
1,2,-83.01088993,40.01773687
1,2,-83.0050644,40.02127504
1,2,-83.010671,40.0218932
1,2,-82.99814666,40.0192838
1,2,-82.99954322,40.02329495
1,2,-83.00299074,40.02074138
1,2,-83.00472963,40.02262614
1,2,-83.00825261,40.01875706
1,2,-83.00339891,40.02420483
1,2,-83.01113872,40.02421345
1,2,-83.01246438,40.01676277
1,2,-83.00604765,40.02178894
1,2,-83.02107818,40.02474561
1,2,-82.99801447,40.02087265
1,2,-83.01507089,40.02363797
1,2,-83.01551723,40.02191576
1,2,-83.00463102,40.0230618
1,2,-83.01132903,40.01795284
1,2,-83.00664106,40.0211013
1,2,-83.01406469,40.02025913
4,2,-83.01341729,40.02321685
4,2,-83.00891579,40.02367127
4,2,-83.00159268,40.01943002
4,2,-83.00590698,40.02341324
4,2,-83.00440677,40.02250425
4,2,-83.00874222,40.02000967
4,2,-82.99730296,40.02308623
5,2,-83.00935323,40.01817022
4,2,-83.0103343,40.02284671
4,2,-83.01396921,40.02121413
4,2,-83.01118153,40.01784162
7,2,-83.00155664,40.01768313
7,2,-83.00881746,40.02331789
7,2,-83.00037122,40.02160165
7,2,-83.00368808,40.02341685
7,2,-83.0061251,40.02240871
7,2,-83.0160489,40.02301163
7,2,-83.01258211,40.0238669
7,2,-83.00369191,40.0223383
7,2,-83.01054125,40.02072379
7,2,-83.00535444,40.02453641
8,2,-83.01243264,40.02128601
8,2,-82.99972855,40.02190788
8,2,-83.0076081,40.02229517
5,2,-83.01134068,40.02444406
8,2,-83.00917854,40.01926602
8,2,-82.99849452,40.01951534
7,2,-83.02032824,40.02428936
6,2,-82.99706097,40.02408083
8,2,-82.99810284,40.02078917
5,2,-82.99974022,40.02399393
5,2,-83.00208963,40.02178917
1,2,-82.99762387,40.02342128
1,2,-82.99721544,40.02120003
1,2,-83.01099737,40.02210983
1,2,-83.00806185,40.0181321
1,2,-82.9964544,40.01812482
1,2,-83.00532397,40.02391054
1,2,-82.99855245,40.02305113
1,2,-82.9981912,40.01867185
1,2,-83.00024683,40.01959689
1,2,-83.00105574,40.02429508
1,2,-83.00894951,40.02182379
1,2,-83.00441597,40.02102884
1,2,-83.01034658,40.02125834
1,2,-82.99875599,40.01893394
1,2,-83.00489423,40.02225729
1,2,-83.01191883,40.02173581
1,2,-83.00401306,40.02163688
6,2,-82.99841512,40.01983602
8,2,-83.00924529,40.02390629
8,2,-83.00871624,40.02335939
4,2,-83.01410019,40.02167717
5,2,-83.01522971,40.01794999
5,2,-83.00834796,40.02387372
1,1,-82.99899382,40.02350831
4,2,-82.99944842,40.02202047
5,2,-83.01176452,40.01995945
4,2,-83.00917371,40.02117142
6,2,-83.00090621,40.01840295
5,2,-83.01115279,40.02114428
8,2,-83.00185904,40.01920695
5,1,-83.01206831,40.01911745
8,2,-83.00787635,40.02112993
5,2,-83.00999601,40.01829434
5,2,-83.02211577,40.02462888
1,2,-82.99872786,40.02027465
2,2,-82.99743217,40.0236459
5,2,-83.00623006,40.02425127
6,2,-83.00928331,40.02246783
7,2,-83.00179196,40.01786646
7,2,-83.00950341,40.02357361
7,2,-82.99964066,40.02254375
7,2,-83.01119483,40.02401569
1,1,-83.00113359,40.02432236
6,2,-83.00201392,40.02235682
6,2,-83.00915619,40.01935412
6,2,-83.01567148,40.0233316
8,2,-83.01409404,40.02158797
8,2,-83.00578482,40.02193285
1,2,-82.99820459,40.02091371
1,2,-82.99905795,40.01875894
1,2,-83.00839573,40.01970458
1,2,-83.00344036,40.02248975
1,2,-83.00947428,40.02473922
1,2,-83.01005921,40.02098544
1,2,-83.01170442,40.01972236
1,2,-82.99838195,40.01930374
5,2,-83.00126949,40.02194713
5,2,-83.00708391,40.02036086
5,2,-82.99802835,40.02397405
5,2,-83.01530166,40.02131417
5,2,-83.01378457,40.02071758
5,2,-82.99675046,40.02369052
5,2,-83.01464244,40.01783774
5,2,-83.00815983,40.02170188
5,2,-82.99740779,40.02042018
5,2,-83.00476947,40.02319309
5,2,-83.00097778,40.02309054
5,2,-83.01314985,40.0220149
5,2,-82.99740228,40.02140838
5,2,-83.01285052,40.0177054
8,2,-83.02209686,40.02461952
8,2,-82.99815977,40.02418221
8,2,-83.00881977,40.02312901
8,2,-82.99809877,40.02311725
5,2,-83.00346029,40.0217332
5,2,-83.01727115,40.02375265
5,2,-83.01229034,40.02302041
5,2,-83.00402867,40.02304809
5,2,-83.02216355,40.02420253
5,2,-82.99859485,40.0238559
5,2,-83.00246481,40.02267308
5,2,-83.00629166,40.02070687
6,2,-83.01017003,40.02430405
6,2,-83.00858961,40.02362002
6,2,-83.01623261,40.02377908
7,2,-82.99953046,40.02192381
7,2,-83.01260804,40.01762993
4,2,-82.99855134,40.0222071
4,2,-83.02077608,40.02470835
7,2,-83.00757772,40.01817413
4,2,-83.0132836,40.0236517
8,2,-83.02148997,40.02336285
8,2,-83.01081252,40.02323488
5,2,-83.01078155,40.0248886
5,2,-83.01465032,40.02009604
5,2,-83.00762294,40.0185762
6,2,-82.99657923,40.01791463
1,2,-82.99939665,40.0237304
1,2,-83.01708184,40.02361061
1,2,-83.01964923,40.02293522
1,2,-83.00630345,40.02184799
1,2,-82.99949195,40.02294234
1,2,-83.00427077,40.02315778
1,2,-83.0177039,40.02255215
1,2,-83.01470107,40.01702356
1,2,-83.00904967,40.02398944
1,2,-82.99734829,40.01730161
1,2,-83.00005362,40.0175493
4,1,-83.00499651,40.02290016
6,2,-83.00923193,40.01869802
5,2,-83.00959794,40.0205778
7,2,-83.01510976,40.0237795
7,2,-83.00222738,40.02310213
7,2,-83.00845491,40.01887077
7,2,-83.01297032,40.01736005
7,2,-82.9999766,40.01915512
7,2,-83.00731314,40.02105145
7,2,-83.000178,40.02409734
7,2,-83.00502771,40.02094507
8,2,-82.9970495,40.01796661
6,2,-82.9990963,40.02031171
5,2,-83.01372752,40.02296845
5,2,-82.99671771,40.01957485
1,2,-83.01095635,40.02390019
5,2,-83.02102597,40.02399961
1,2,-83.0172862,40.02231168
6,2,-83.00658998,40.01843791
1,2,-83.00137825,40.02333409
6,2,-83.01079144,40.02419488
1,1,-82.9973675,40.0202819
8,2,-82.99986576,40.02122914
6,2,-83.01130854,40.0198998
6,2,-83.01249853,40.01803111
6,2,-82.99670472,40.02149965
6,2,-83.00692511,40.01820346
6,2,-83.00414807,40.02074338
1,2,-83.01347347,40.02272223
5,2,-83.01263312,40.01718401
6,2,-83.00202477,40.02320052
6,2,-83.01206945,40.02182197
6,2,-83.00980827,40.02340681
6,2,-83.01112102,40.02020654
6,2,-83.0113117,40.02007204
6,2,-83.02280076,40.02553279
6,2,-83.0005736,40.02040616
6,2,-82.99900236,40.02391265
8,2,-82.99911829,40.02404605
8,2,-83.00683325,40.01864776
8,2,-82.99817335,40.02169982
6,2,-83.0018231,40.02076806
6,2,-82.99947447,40.02262429
8,2,-83.00596909,40.02386928
8,2,-83.02212476,40.02481559
8,2,-83.00307149,40.02422108
8,2,-83.01283589,40.02254088
8,2,-83.00874608,40.02417039
6,2,-83.0076065,40.0178388
6,2,-83.00291429,40.02252187
6,2,-83.00857138,40.01982029
6,2,-83.0068202,40.02343673
6,2,-83.01353283,40.02053837
6,2,-83.01289651,40.02085292
6,2,-82.99665679,40.0194217
6,2,-83.01792857,40.02219999
6,2,-82.99685735,40.01738563
6,2,-83.01303411,40.01874348
5,2,-83.01011406,40.02326463
5,2,-82.99797574,40.01973541
5,2,-83.01531699,40.01777539
8,2,-83.01998945,40.02394207
8,2,-82.99948016,40.02074277
8,2,-83.00411233,40.02393716
8,2,-83.01118948,40.02153353
8,2,-83.00731777,40.02048925
8,2,-83.00075474,40.02248798
8,2,-83.0185255,40.02266974
8,2,-83.02008576,40.02441989
8,2,-83.00051949,40.02415768
8,2,-83.0142622,40.01714194
4,2,-83.00154192,40.02112329
4,2,-83.01022956,40.02020751
4,2,-83.00372157,40.02343419
4,2,-83.02163834,40.02425159
4,2,-83.01552836,40.02355804
4,2,-83.00037831,40.01838847
4,2,-83.02294639,40.02430362
5,2,-83.01454359,40.01628725
7,2,-83.00522218,40.02169988
7,2,-82.99814824,40.02162053
7,2,-82.99844527,40.02142249
7,2,-83.0016701,40.0230155
7,2,-83.01183182,40.02059938
7,2,-83.00968516,40.02212123
4,2,-83.00218545,40.02360155
4,2,-83.01886564,40.02331226
5,2,-83.00997196,40.02473052
5,2,-83.00766476,40.02101452
6,2,-83.01813891,40.02329933
6,2,-83.00399603,40.02224195
6,2,-83.0090303,40.01961554
6,2,-83.01414424,40.01884356
8,1,-83.0097987,40.02357028
8,1,-82.99774718,40.02026608
8,1,-83.01811079,40.0237292
8,2,-83.01142231,40.0180548
8,2,-83.0005234,40.02318879
6,2,-83.00456486,40.02219769
5,2,-83.01298244,40.02016762
5,2,-83.00051917,40.01778108
5,2,-83.00148684,40.02405586
5,2,-83.00601037,40.02057093
5,2,-83.01135523,40.02077593
5,2,-83.00923274,40.02187522
7,2,-83.01749985,40.0230516
7,2,-83.0212689,40.02313094
7,2,-83.01145505,40.02094493
7,2,-83.01179544,40.02272891
7,2,-82.99742248,40.0222666
6,2,-83.00955479,40.01842761
6,2,-83.00820141,40.01800151
5,2,-83.0146987,40.01635948
5,2,-83.0020589,40.02288234
5,2,-83.0020546,40.02428147
4,2,-83.01596521,40.02270808
4,2,-83.02051165,40.02462907
4,2,-83.01343616,40.01750412
4,2,-83.01234333,40.01997741
4,2,-83.01566418,40.02236209
4,2,-83.012555,40.01756045
4,2,-83.01246645,40.02341107
4,2,-83.01503078,40.02154513
5,2,-83.00509893,40.02295416
8,2,-83.01401762,40.02118121
8,2,-83.00530507,40.02307743
8,2,-83.01017357,40.01842954
8,2,-83.0076819,40.02329217
8,2,-83.01230507,40.01929259
8,2,-83.01240392,40.02378461
8,2,-83.01189417,40.02120734
8,2,-83.01944981,40.02290034
8,2,-83.00755343,40.01961864
8,2,-83.01302923,40.02363052
8,2,-83.01398549,40.01650559
8,2,-82.998241,40.01918907
5,2,-83.00848536,40.0230532
5,2,-83.0160855,40.02233101
5,2,-83.01106595,40.01939393
8,2,-83.01366243,40.0171275
5,2,-83.01658845,40.02230556
1,2,-83.01260993,40.02364327
1,2,-83.01379914,40.01728771
1,2,-83.00460377,40.02358829
1,2,-83.00808588,40.02161629
1,2,-83.00033742,40.0191618
1,2,-83.00905135,40.02100783
1,2,-83.00679216,40.02239857
1,2,-83.00664878,40.02086425
4,2,-83.00252285,40.02380765
7,2,-83.00862155,40.02207213
7,2,-83.00800819,40.02296907
1,2,-83.00031735,40.01993815
8,2,-83.00611606,40.02121306
8,2,-83.01010756,40.01944061
8,2,-83.0088041,40.0238411
8,2,-83.01590769,40.01637651
8,2,-83.01345878,40.02095829
8,2,-83.00163813,40.01936811
7,2,-83.01603936,40.02138661
7,2,-83.02294966,40.02475723
7,2,-83.00699566,40.01770211
6,2,-83.00951967,40.01980536
6,2,-83.00793345,40.02056126
6,2,-83.00184264,40.0190911
6,2,-82.99777277,40.02335964
6,2,-83.00480243,40.02274298
6,2,-82.99859948,40.02263989
7,2,-82.99792411,40.02396521
7,2,-83.01986115,40.022631
7,2,-83.00962078,40.02313912
7,2,-83.00125055,40.02045031
7,2,-83.00756032,40.0193596
8,2,-82.99958144,40.02130731
8,2,-83.00177668,40.01967256
8,2,-83.00708315,40.01828641
8,2,-83.01024792,40.02070803
8,2,-83.01646811,40.02177411
1,1,-83.00026706,40.02338104
1,1,-83.01281726,40.01741416
1,1,-83.01357699,40.02327542
1,1,-83.01416323,40.0210768
8,2,-82.99758245,40.02065883
8,2,-82.99809471,40.02141642
8,2,-83.01763108,40.02220938
8,2,-83.00857754,40.0199833
8,2,-82.99745779,40.0199283
8,2,-83.02139321,40.02404314
8,2,-83.00050356,40.02102034
8,2,-83.01087034,40.024748
8,2,-83.00090856,40.02020741
4,2,-83.00414089,40.02410323
1,2,-83.00944179,40.02279798
1,2,-83.01341457,40.01909888
1,2,-83.01687813,40.02367233
1,2,-83.01509184,40.02239893
1,2,-83.01438961,40.01904583
1,2,-83.00935068,40.01900106
1,2,-83.0062904,40.02117967
1,2,-83.00104507,40.02100841
1,2,-83.01340942,40.0218709
4,2,-83.02137224,40.02389633
4,2,-83.00446834,40.02368103
4,2,-83.02310477,40.02538967
8,2,-83.00165731,40.0244526
8,2,-83.00459197,40.02393246
8,2,-82.99692395,40.02147385
8,2,-83.01395985,40.01940659
8,2,-83.00991777,40.02129687
8,2,-82.99685253,40.01938382
8,2,-83.00274765,40.02239681
8,2,-82.99719505,40.01801801
8,2,-82.99950987,40.02047926
8,2,-83.00072926,40.02072271
8,2,-82.9972624,40.019614
8,2,-83.00165789,40.01934157
8,2,-82.99970489,40.02086675
8,2,-83.02253016,40.02503361
8,2,-83.00758869,40.02331361
8,2,-83.02091679,40.02422848
8,2,-83.0074371,40.02039758
8,2,-83.01559882,40.02058765
8,2,-82.99896114,40.01868909
8,2,-83.0132912,40.02264561
8,2,-83.0171194,40.02370405
8,2,-83.00933956,40.02269648
8,2,-83.0164149,40.02241097
8,2,-83.02194218,40.02411791
4,2,-83.00917543,40.02333218
4,2,-83.01055993,40.02308502
5,2,-82.99962688,40.02184601
5,2,-83.00679017,40.02253373
5,2,-83.01066067,40.0189708
4,2,-83.01451518,40.02076512
4,2,-83.01048813,40.02107968
4,2,-83.0017574,40.02320226
4,2,-82.99929475,40.02045737
4,2,-83.00367183,40.02083746
4,2,-83.00161494,40.0219593
5,2,-83.01067161,40.0195847
5,2,-83.00220672,40.02320152
5,2,-83.00192345,40.01777633
5,2,-83.0102284,40.02261362
5,2,-83.01341115,40.01703112
5,2,-83.01257354,40.02054569
5,2,-83.0116937,40.01927046
5,2,-83.00593272,40.02397864
5,2,-83.0159533,40.02186904
8,2,-83.0084654,40.02108804
8,2,-83.01104824,40.02080527
8,2,-83.010934,40.02009598
4,2,-83.00799588,40.02350193
4,2,-82.99684975,40.02163425
4,2,-83.00299968,40.02214996
4,2,-83.01309226,40.02328426
4,2,-83.00826723,40.02023481
4,2,-83.00447467,40.02165453
8,2,-83.00816857,40.0208011
5,2,-82.99753903,40.02087178
6,2,-83.00413679,40.02038506
8,2,-83.00102837,40.01949716
8,2,-83.02223833,40.02428893
8,2,-83.01119944,40.01812859
8,2,-83.01520802,40.01811307
6,2,-82.99730205,40.0238143
2,2,-82.99947496,40.02005021
8,2,-83.02007013,40.02303963
7,2,-83.00831262,40.02261308
5,2,-83.01227961,40.01826466
3,2,-83.01563548,40.02323317
5,2,-83.00883842,40.02375276
5,2,-83.01293551,40.02190341
5,2,-83.01502789,40.02012327
5,2,-83.02011153,40.02487706
5,2,-83.0060505,40.02222897
7,2,-83.00116801,40.01986467
7,2,-82.99957757,40.02311525
7,2,-83.0028402,40.02184885
7,2,-83.00217731,40.02207812
7,2,-83.00340422,40.02246174
7,2,-83.0083211,40.02270585
7,2,-82.99913564,40.02177981
7,2,-83.01270167,40.02268739
7,2,-83.00034622,40.02158432
7,2,-83.01032424,40.02318452
7,2,-83.01370322,40.01775989
7,2,-82.99723958,40.01861283
7,2,-83.00026428,40.01852189
7,2,-82.99743041,40.02060187
7,2,-83.00098264,40.02076906
7,2,-83.00395532,40.02271998
7,2,-83.01334664,40.01688315
7,2,-83.00797155,40.01924061
7,2,-83.00465873,40.02292522
7,2,-83.01241369,40.02387589
7,2,-83.02200875,40.02429965
7,2,-83.02226,40.0235992
7,2,-83.01241479,40.01739526
7,2,-83.00443058,40.02173796
7,2,-83.00173569,40.02230293
7,2,-83.01041165,40.0244582
7,2,-83.00900918,40.02287975
7,2,-83.0131532,40.02166518
7,2,-82.99854931,40.02393699
7,2,-83.0183263,40.02322213
5,2,-83.00120691,40.01835869
5,2,-83.01145286,40.02008823
5,2,-82.9994577,40.02118486
5,2,-83.00920287,40.0220937
5,2,-83.00395053,40.02156609
4,2,-83.00824714,40.02207209
4,2,-83.00170278,40.01851932
4,2,-83.0149237,40.02187517
4,2,-83.00150937,40.02378103
4,2,-83.0153414,40.02088568
4,2,-83.0099783,40.01799695
6,2,-83.01942125,40.02433377
6,2,-83.00297279,40.02147235
6,2,-83.00371716,40.02168903
6,2,-83.01055347,40.02376507
6,2,-82.99937059,40.02180866
6,2,-83.00610252,40.02394182
6,2,-83.00182971,40.02117946
6,2,-83.00810489,40.0200522
6,2,-83.00864095,40.0192899
6,2,-82.99722091,40.02393378
5,2,-83.00267276,40.02161797
5,2,-83.00961358,40.02470993
5,2,-83.00503176,40.0235874
5,2,-82.99854134,40.01955801
8,2,-83.0018694,40.02145878
8,2,-83.01168577,40.02182935
6,2,-83.01973654,40.02504973
6,2,-83.00572881,40.02398768
6,2,-83.00811588,40.0182296
6,2,-82.99648999,40.01947266
5,2,-83.00415461,40.02211375
5,2,-83.01501929,40.01732429
5,2,-82.99685534,40.01774007
3,2,-83.00936611,40.02376242
6,2,-83.01357281,40.02001147
6,2,-83.00489939,40.02195
6,2,-82.99882447,40.02036895
6,2,-82.99913135,40.02354888
6,2,-82.99985337,40.02013347
5,2,-83.01159782,40.02305093
5,2,-82.99722224,40.01999011
5,2,-83.01446878,40.01954431
6,2,-83.01502344,40.01664824
6,2,-83.00163119,40.0201885
6,2,-83.01415804,40.0183078
6,2,-83.00291447,40.0230705
6,2,-83.00710117,40.01838555
6,2,-83.01798108,40.0222933
5,2,-83.01882387,40.02274892
5,2,-83.00979689,40.0180803
5,2,-83.02235098,40.02524129
5,2,-83.00933611,40.01950365
5,2,-82.99692251,40.02390991
5,2,-83.00383803,40.02442416
5,2,-82.99820697,40.02421865
5,2,-82.99989276,40.02044907
4,1,-83.0066237,40.01844396
4,1,-83.0091586,40.01798946
4,1,-83.01597752,40.02123659
4,1,-83.01260152,40.01882339
4,1,-83.00715083,40.01790709
5,2,-83.00976786,40.02382144
5,2,-83.0006332,40.01846272
5,2,-83.02114386,40.02443145
5,2,-83.00139185,40.01742211
5,2,-83.01501451,40.02197339
5,2,-83.00125633,40.01980369
5,2,-82.99909666,40.01983161
5,2,-83.00296741,40.02286875
6,2,-83.0084558,40.01864741
6,2,-83.00302944,40.02221495
6,2,-83.00949927,40.01837468
6,2,-82.99686219,40.01951094
6,2,-82.99874884,40.02189225
6,2,-83.00326613,40.02078115
6,2,-83.01254283,40.01819627
8,2,-83.01289042,40.0229696
8,2,-83.01005186,40.02360808
6,2,-83.00639592,40.02284916
6,2,-83.01083369,40.01840694
6,2,-82.9996173,40.0231531
6,2,-83.00285329,40.02419219
7,2,-83.00045817,40.02403267
8,2,-83.00171754,40.0185755
8,2,-83.00135719,40.02010267
6,2,-83.00634242,40.02422319
8,2,-83.01283339,40.01757452
6,2,-83.00514892,40.02402848
6,2,-83.02297827,40.02546757
6,2,-83.00752365,40.02039418
6,2,-83.01041974,40.02160307
6,2,-83.0106818,40.02329437
6,2,-83.00608491,40.02261314
6,2,-82.99681477,40.01956269
6,2,-83.01182883,40.02369931
6,2,-83.00538511,40.02189357
6,2,-83.00031919,40.0207091
6,2,-83.01003823,40.01930821
6,2,-83.0150972,40.02034675
8,2,-83.00382048,40.02080995
8,2,-83.01234163,40.01788398
8,2,-83.01657919,40.02248
8,2,-83.01125641,40.02452847
8,2,-83.00086869,40.0220965
5,2,-83.00893748,40.01973646
6,2,-83.00300533,40.02120618
8,2,-83.01074926,40.01854446
8,2,-82.99941413,40.02200812
8,2,-82.99791998,40.01925644
8,2,-83.01404296,40.01932175
7,2,-82.99958077,40.02385392
7,2,-83.01992444,40.0243264
7,2,-83.00782747,40.01998639
7,2,-83.0143116,40.01700621
7,2,-83.01250551,40.01777392
7,2,-82.99750626,40.01895025
6,2,-83.01816102,40.02232069
6,2,-82.99944694,40.02277641
6,2,-83.00337099,40.02400461
6,2,-83.00990137,40.02388861
8,2,-83.00146571,40.02058423
8,2,-82.99983072,40.02347737
8,2,-83.00124446,40.02323809
8,2,-82.99985689,40.02119387
8,2,-83.00114169,40.01896505
8,2,-83.0149321,40.01701978
8,2,-83.01831004,40.0226971
8,2,-83.00605688,40.02205678
8,2,-83.00901759,40.02204777
8,2,-83.02102037,40.02364171
8,2,-83.02144418,40.02405001
8,2,-83.00887244,40.02229919
8,2,-83.00921939,40.02288719
8,2,-83.0180943,40.02314773
8,2,-83.00093271,40.02285401
8,2,-83.00979544,40.02321166
4,1,-82.99703861,40.02039849
4,1,-83.00261404,40.02335787
4,1,-83.00439457,40.02230457
4,1,-83.00071867,40.02402306
7,2,-83.00142099,40.02025362
7,2,-83.01050847,40.02229236
7,2,-83.01645381,40.02360532
7,2,-82.9963707,40.01731279
7,2,-83.01416851,40.01944195
7,2,-83.00198678,40.02082941
7,2,-83.00783318,40.02299616
7,2,-83.00571896,40.02227478
1,2,-83.0101875,40.02389169
5,2,-83.00409381,40.02385262
5,2,-82.99758555,40.02158065
5,2,-83.01466212,40.02089295
5,2,-83.00971102,40.02471283
5,2,-83.00683082,40.01841839
5,2,-83.00314256,40.02102863
4,2,-83.01722746,40.02256883
6,2,-83.01351498,40.01928013
6,2,-83.01140562,40.01919953
6,2,-83.01512801,40.02022491
6,2,-83.0181771,40.02235672
6,2,-83.01228915,40.01816358
2,2,-83.01787262,40.02274423
2,2,-83.0050501,40.02447088
5,2,-83.00309803,40.02211476
5,2,-83.01805997,40.02297349
5,2,-83.00931186,40.02402369
7,2,-82.99912799,40.02066122
7,2,-83.01498264,40.02060007
7,2,-82.99791469,40.01999792
8,2,-83.01834503,40.02261896
8,2,-83.00421105,40.02215695
8,2,-83.01355739,40.02170501
8,2,-82.99903116,40.01871966
8,2,-83.0152384,40.02082346
8,2,-83.01215106,40.02041068
8,2,-83.00626019,40.02368577
8,2,-83.0029163,40.02268574
7,2,-83.01474792,40.02126381
7,2,-82.99930067,40.02368278
7,2,-83.01353529,40.02276458
7,2,-83.01229482,40.0203119
7,2,-83.01094364,40.02211851
8,2,-83.01146083,40.0205764
8,2,-82.99811264,40.02282876
8,2,-83.01891913,40.02267713
8,2,-83.00025503,40.01997382
6,2,-83.00949405,40.02089258
6,2,-82.99816231,40.02217308
6,2,-83.01438887,40.02141835
6,2,-82.99790412,40.02315727
6,2,-83.01262939,40.01778262
8,2,-82.99862366,40.01994318
8,2,-83.01110225,40.0189434
8,2,-83.01068676,40.02165215
5,2,-83.01428975,40.01969392
5,2,-83.0053055,40.02158244
5,2,-83.01544455,40.02312774
5,2,-83.00871577,40.01973634
5,2,-82.99996108,40.02155686
5,2,-83.01921006,40.02357334
5,1,-83.00695131,40.02412027
5,1,-83.01282532,40.0223859
5,1,-82.998,40.02274688
6,2,-83.01361159,40.02079253
5,2,-82.99993683,40.02097088
5,2,-83.01014443,40.01841032
5,2,-83.0029164,40.02258082
5,2,-83.00876448,40.01887754
8,2,-83.01450579,40.02077712
8,2,-83.00567636,40.02390692
8,2,-82.99927536,40.0195559
6,2,-83.01175204,40.01769442
8,2,-83.01287363,40.02187686
7,2,-83.00511466,40.02149365
7,2,-83.02099291,40.02521563
7,2,-83.01485603,40.02114037
7,2,-83.01581872,40.02134594
7,2,-83.01894197,40.02234239
7,2,-82.99679539,40.02060159
7,2,-83.00063144,40.02196074
7,2,-83.00981355,40.01786839
6,2,-83.01950362,40.02274952
6,2,-83.00789687,40.01983988
7,2,-82.99755274,40.02310695
7,2,-83.01081826,40.02073801
7,2,-83.00214705,40.02166266
7,2,-83.00355445,40.02052235
6,2,-83.00134267,40.02207694
6,2,-83.00756118,40.02051293
6,2,-82.99768568,40.02083513
6,2,-83.00092877,40.01771286
4,2,-82.99731538,40.01852018
8,2,-83.00119227,40.02139236
8,2,-83.00833654,40.01969853
8,2,-83.00127762,40.02315144
8,2,-83.00003698,40.0182485
8,2,-83.01008945,40.02027935
4,2,-82.99714951,40.01981661
4,2,-83.01078384,40.02374233
4,2,-83.01170821,40.01850961
4,2,-83.01356828,40.01698355
6,2,-82.99735148,40.0200761
6,2,-82.99886588,40.02293573
6,2,-83.01955415,40.02329174
6,2,-83.01119012,40.02485695
6,2,-82.99741976,40.02012342
6,2,-82.99946649,40.02210881
8,2,-83.00507159,40.02259432
8,2,-82.99764785,40.01934057
8,2,-83.01946526,40.0235965
4,2,-83.00674482,40.01846277
4,2,-83.01545573,40.02142647
4,2,-83.00804176,40.02137385
4,2,-83.01367579,40.02023198
4,2,-83.01385368,40.02077273
6,2,-82.99675676,40.01981209
6,2,-83.0102437,40.01877961
6,2,-83.01046166,40.01821128
6,2,-83.013587,40.02301423
6,2,-83.01522792,40.02169932
6,2,-83.01168068,40.01864891
6,2,-83.01142493,40.02066855
6,2,-83.01407957,40.02215603
6,2,-82.99647052,40.01795475
6,2,-83.01127139,40.01782045
6,2,-83.01783337,40.02220009
6,2,-82.99989501,40.01974512
1,2,-83.02250274,40.02545779
6,2,-83.00340376,40.02340278
6,2,-83.01265509,40.01766011
6,2,-83.01090478,40.02359675
8,2,-83.00180423,40.02082165
8,2,-83.00878113,40.02431844
8,2,-83.00905022,40.01873435
8,2,-83.00676128,40.02066454
8,2,-83.00167461,40.02395759
8,2,-83.01896393,40.02387354
8,2,-83.00814734,40.02180253
8,2,-83.01523463,40.01934766
8,2,-83.01014464,40.02384158
8,2,-83.00960764,40.02392505
8,2,-83.00887806,40.02032706
1,1,-83.00413669,40.02113865
1,1,-83.01051519,40.01911774
1,1,-82.99698735,40.01992743
1,1,-83.02085826,40.02305197
1,1,-83.01588907,40.02182683
1,1,-83.00085646,40.02128851
8,2,-83.00401279,40.02368306
8,2,-83.00041361,40.01748061
8,2,-83.01219494,40.02162025
8,2,-83.01213643,40.02400726
8,2,-83.00575888,40.021636
8,2,-83.01972934,40.02391007
8,2,-83.01166258,40.02138947
8,2,-82.99958389,40.0215134
5,2,-83.00111871,40.01863916
5,2,-83.0169992,40.02333629
5,2,-83.00897883,40.01829567
5,2,-83.00819216,40.02026982
5,2,-83.00924786,40.02010188
5,1,-83.00971266,40.02153212
1,2,-83.01227188,40.0169417
1,2,-83.00723322,40.02149399
1,2,-82.99964304,40.02288527
1,2,-83.00979992,40.01926818
1,2,-83.00826689,40.02260453
1,2,-82.99988009,40.02098182
1,2,-83.01305638,40.02233562
1,2,-83.01064012,40.02392383
1,2,-83.01310146,40.01728925
1,2,-83.0035859,40.02451915
